nm,n,k
583.267151,2.031798,0.001081
586.016052,2.030363,0.001097
588.790894,2.028918,0.001114
591.592285,2.027463,0.001131
594.420471,2.025998,0.001148
597.275757,2.024522,0.001165
600.15863,2.023036,0.001183
603.069458,2.021538,0.001201
606.008667,2.020029,0.00122
608.976685,2.018508,0.001239
611.973938,2.016974,0.001258
615.000793,2.015427,0.001278
618.057739,2.013867,0.001298
621.145264,2.012294,0.001318
624.263794,2.010706,0.001339
627.413757,2.009104,0.001361
630.595703,2.007486,0.001383
633.810059,2.005853,0.001405
637.057312,2.004204,0.001428
640.338074,2.002539,0.001452
643.652771,2.000857,0.001475
647.002014,1.999157,0.0015
650.386292,1.997439,0.001525
653.806091,1.995703,0.00155
657.262085,1.993947,0.001576
660.754822,1.992172,0.001603
664.284851,1.990377,0.00163
667.852844,1.98856,0.001658
671.45929,1.986723,0.001687
675.104919,1.984863,0.001716
678.790405,1.982981,0.001746
682.516357,1.981076,0.001777
686.283386,1.979146,0.001808
690.092285,1.977192,0.00184
693.943665,1.975213,0.001873
697.838257,1.973207,0.001907
701.776855,1.971174,0.001941
705.760132,1.969115,0.001976
709.78894,1.967026,0.002013
713.863892,1.964908,0.00205
717.985962,1.962761,0.002088
722.155884,1.960582,0.002127
726.374634,1.958372,0.002166
730.642883,1.956129,0.002207
734.961548,1.953852,0.002249
739.331665,1.95154,0.002292
743.754028,1.949193,0.002337
748.229614,1.94681,0.002382
752.759399,1.944389,0.002429
757.344299,1.941928,0.002476
761.985474,1.939428,0.002525
766.683838,1.936887,0.002576
771.440552,1.934303,0.002627
776.256592,1.931676,0.002681
781.133179,1.929004,0.002735
786.071411,1.926286,0.002791
791.07251,1.92352,0.002849
796.137573,1.920705,0.002908
801.268005,1.917839,0.002969
806.464966,1.914922,0.003032
811.729736,1.911951,0.003097
817.063721,1.908924,0.003163
822.468262,1.905841,0.003232
827.944824,1.902698,0.003302
833.494751,1.899495,0.003374
839.119629,1.89623,0.003449
844.820923,1.8929,0.003526
850.600281,1.889503,0.003605
856.459167,1.886038,0.003687
862.399292,1.882502,0.003772
868.422485,1.878892,0.003858
874.530396,1.875207,0.003948
880.724792,1.871444,0.004041
887.007629,1.8676,0.004136
893.380676,1.863672,0.004235
