,wl,R
203,603.0,0.00041527626146927636
204,604.0,0.00033899653796395533
205,605.0,0.000273775729515823
206,606.0,0.00022044240851290132
207,607.0,0.00017971380528633189
208,608.0,0.000152189333966851
209,609.0,0.00013834537420485466
210,610.0,0.00013853135466131497
211,611.0,0.00015296715292444863
212,612.0,0.0001817418125515433
213,613.0,0.00022481355882076416
214,614.0,0.00028201108757300823
215,615.0,0.0003530360870830944
216,616.0,0.0004374669385915326
217,617.0,0.0005347635309952022
218,618.0,0.0006442731152549684
219,619.0,0.0007652371153700638
220,620.0,0.0008967988053735344
221,621.0,0.0010380117555324605
222,622.0,0.0011878489462290175
223,623.0,0.0013452124470289088
224,624.0,0.0015089435527430727
225,625.0,0.0016778332695752747
226,626.0,0.001850633045193444
227,627.0,0.002026065638135162
228,628.0,0.0022028360248096345
229,629.0,0.002379642248971345
230,630.0,0.002555186436851458
231,631.0,0.002728185906853863
232,632.0,0.002897383207752788
233,633.0,0.003061555832652892
234,634.0,0.003219525469901243
235,635.0,0.0033701666950323632
236,636.0,0.0035124150500536726
237,637.0,0.0036452744642559032
238,638.0,0.0037678239784419026
239,639.0,0.0038792237420100855
240,640.0,0.003978720259637945
241,641.0,0.004065650871331215
242,642.0,0.004139447456107633
243,643.0,0.004199639356126457
244,644.0,0.004245855524370597
245,645.0,0.004277825903876544
246,646.0,0.004295382051788103
247,647.0,0.004298457026248183
248,648.0,0.004287084558434571
249,649.0,0.004261397535938185
250,650.0,0.004221625827196398
251,651.0,0.004168093479936125
252,652.0,0.004101215329438112
253,653.0,0.004021493255097171
254,654.0,0.003929514019970065
255,655.0,0.0038259434878857414
256,656.0,0.0037115194827234566
257,657.0,0.003587045877275417
258,658.0,0.0034533863858698943
259,659.0,0.0033114580814028356
260,660.0,0.00316222468680013
261,661.0,0.003006689691177177
262,662.0,0.0028458893406602655
263,663.0,0.002680885550560865
264,664.0,0.0025127587894824663
265,665.0,0.0023426009823026162
266,666.0,0.0021715084776014358
267,667.0,0.0020005751238343626
268,668.0,0.001830885496759358
269,669.0,0.0016635083186202627
270,670.0,0.0014994901073694022
271,671.0,0.0013398490911134067
272,672.0,0.00118556800518574
273,673.0,0.0010375863515887358
274,674.0,0.0008968000201647335
275,675.0,0.0007640575281692535
276,676.0,0.0006401555938345581
277,677.0,0.0005258350726764623
278,678.0,0.0004217772751165301
279,679.0,0.00032860068146837014
280,680.0,0.0002468580677119201
281,681.0,0.00017703405266084236
282,682.0,0.00011954307453257814
283,683.0,7.472780295511184e-05
284,684.0,4.2857987433063185e-05
285,685.0,2.4129742126980005e-05
286,686.0,1.86652638630273e-05
287,687.0,2.6512977419102912e-05
288,688.0,4.764809950277577e-05
289,689.0,8.197361031047289e-05
290,690.0,0.00012932161915892644
291,691.0,0.0001894551084497918
292,692.0,0.00026207003519410993
293,693.0,0.00034679771601339797
294,694.0,0.0004432076784876151
295,695.0,0.0005508111524306536
296,696.0,0.0006690648783495793
297,697.0,0.0007973751451382931
298,698.0,0.0009351020216138492
299,699.0,0.001081563750908497
300,700.0,0.001236041271349119
